Mouse gene name	Gene name	Gene stable ID
Gsdmc2	GSDMC	ENSG00000147697
Gsdmc4	GSDMC	ENSG00000147697
Gsdmc	GSDMC	ENSG00000147697
Gsdmc3	GSDMC	ENSG00000147697
Syngap1	SYNGAP1	ENSG00000197283
	RPSAP14	ENSG00000233984
	AARSD1P1	ENSG00000234969
Cacna2d4	CACNA2D4	ENSG00000151062
	JPX	ENSG00000225470
Jakmip1	JAKMIP1	ENSG00000152969
Phf21b	PHF21B	ENSG00000056487
		ENSG00000203546
Mrps26	MRPS26	ENSG00000125901
Pou5f1	POU5F1B	ENSG00000212993
		ENSG00000251468
		ENSG00000281496
Cacng7	CACNG7	ENSG00000105605
	FAM157A	ENSG00000276938
Gm24928	RNU6-842P	ENSG00000206996
		ENSG00000287134
Dtd2	DTD2	ENSG00000129480
	Y_RNA	ENSG00000200630
		ENSG00000253932
		ENSG00000267237
		ENSG00000281577
	MTND4P7	ENSG00000253257
		ENSG00000267639
Zhx3	ZHX3	ENSG00000174306
		ENSG00000281503
	RNA5SP255	ENSG00000252179
		ENSG00000212567
		ENSG00000239323
	RNU6-821P	ENSG00000274706
Snord72	SNORD72	ENSG00000212296
	U6	ENSG00000278747
AI429214	C8orf48	ENSG00000164743
Gpr33	GPR33	ENSG00000214943
		ENSG00000281062
	RNU7-161P	ENSG00000253098
		ENSG00000290324
	RPL26P19	ENSG00000226221
	DNAJB6P1	ENSG00000254612
		ENSG00000234553
		ENSG00000228650
		ENSG00000254591
		ENSG00000254491
		ENSG00000288890
	PPP1R10P1	ENSG00000255352
	KRT18P16	ENSG00000235275
	RNU6-602P	ENSG00000223087
Cecr2	CECR2	ENSG00000099954
		ENSG00000255413
	MIR3661	ENSG00000266751
	RNU6-455P	ENSG00000207412
		ENSG00000239615
		ENSG00000255537
		ENSG00000281617
		ENSG00000258690
	FAM86B3P	ENSG00000173295
		ENSG00000258601
		ENSG00000280385
	NKX2-1-AS1	ENSG00000253563
Cdkl3	CDKL3	ENSG00000006837
Panx3	PANX3	ENSG00000154143
	ANKRD18DP	ENSG00000290333
		ENSG00000290907
	DEFB1	ENSG00000164825
		ENSG00000283098
	ELOCP22	ENSG00000255006
Cacng8	CACNG8	ENSG00000142408
		ENSG00000270701
	TSPAN18-AS1	ENSG00000255032
	RPL23AP96	ENSG00000250752
Clic6	CLIC6	ENSG00000159212
		ENSG00000259290
Defa37	DEFA6	ENSG00000164822
Defa32	DEFA6	ENSG00000164822
Defa25	DEFA6	ENSG00000164822
Defa36	DEFA6	ENSG00000164822
Defa3	DEFA6	ENSG00000164822
Defa30	DEFA6	ENSG00000164822
Defa33	DEFA6	ENSG00000164822
Defa22	DEFA6	ENSG00000164822
Defa31	DEFA6	ENSG00000164822
Defa39	DEFA6	ENSG00000164822
Defa24	DEFA6	ENSG00000164822
Defa2	DEFA6	ENSG00000164822
Defa38	DEFA6	ENSG00000164822
Defa26	DEFA6	ENSG00000164822
Defa41	DEFA6	ENSG00000164822
Defa29	DEFA6	ENSG00000164822
Defa40	DEFA6	ENSG00000164822
Defa17	DEFA6	ENSG00000164822
Defa21	DEFA6	ENSG00000164822
Defa20	DEFA6	ENSG00000164822
AY761185	DEFA6	ENSG00000164822
Defa35	DEFA6	ENSG00000164822
Defa28	DEFA6	ENSG00000164822
Defa43	DEFA6	ENSG00000164822
Defa23	DEFA6	ENSG00000164822
Defa34	DEFA6	ENSG00000164822
Defa5	DEFA6	ENSG00000164822
Defa42	DEFA6	ENSG00000164822
	PKNOX2-AS1	ENSG00000254932
		ENSG00000279295
		ENSG00000254471
		ENSG00000281609
	MIR6744	ENSG00000275669
	MIR4299	ENSG00000266645
		ENSG00000281036
	MIR8070	ENSG00000278529
	MIR935	ENSG00000284583
	RNA5SP332	ENSG00000212365
		ENSG00000276206
	RN7SKP117	ENSG00000276134
	MIR302E	ENSG00000221703
	MIR4486	ENSG00000265210
		ENSG00000207407
	MIR4694	ENSG00000264309
	RNU6-783P	ENSG00000252519
Defa37	DEFA4	ENSG00000164821
Defa32	DEFA4	ENSG00000164821
Defa25	DEFA4	ENSG00000164821
Defa36	DEFA4	ENSG00000164821
Defa3	DEFA4	ENSG00000164821
Defa30	DEFA4	ENSG00000164821
Defa33	DEFA4	ENSG00000164821
Defa22	DEFA4	ENSG00000164821
Defa31	DEFA4	ENSG00000164821
Defa39	DEFA4	ENSG00000164821
Defa24	DEFA4	ENSG00000164821
Defa2	DEFA4	ENSG00000164821
Defa38	DEFA4	ENSG00000164821
Defa26	DEFA4	ENSG00000164821
Defa41	DEFA4	ENSG00000164821
Defa29	DEFA4	ENSG00000164821
Defa40	DEFA4	ENSG00000164821
Defa17	DEFA4	ENSG00000164821
Defa21	DEFA4	ENSG00000164821
Defa20	DEFA4	ENSG00000164821
AY761185	DEFA4	ENSG00000164821
Defa35	DEFA4	ENSG00000164821
Defa28	DEFA4	ENSG00000164821
Defa43	DEFA4	ENSG00000164821
Defa23	DEFA4	ENSG00000164821
Defa34	DEFA4	ENSG00000164821
Defa5	DEFA4	ENSG00000164821
Defa42	DEFA4	ENSG00000164821
	Y_RNA	ENSG00000207252
	EIF4BP1	ENSG00000259019
	RNA5SP338	ENSG00000222427
		ENSG00000259137
Gm25687	RN7SL240P	ENSG00000243505
Gm24812	RN7SL240P	ENSG00000243505
	VSTM1	ENSG00000189068
	MIR8054	ENSG00000275868
	YWHAZP1	ENSG00000259148
	U3	ENSG00000212551
Ptch1	PTCH1	ENSG00000185920
		ENSG00000251838
	RNU6-99P	ENSG00000201591
	MIR3973	ENSG00000263389
Fscb	FSCB	ENSG00000189139
	RN7SKP158	ENSG00000222385
	MIR8068	ENSG00000273912
	MIR6860	ENSG00000283326
Gm55126	RNU6-544P	ENSG00000200146
	Y_RNA	ENSG00000206816
		ENSG00000289195
Mir708	MIR708	ENSG00000211997
	RNU7-59P	ENSG00000238880
	DEFA9P	ENSG00000233238
	MIR5579	ENSG00000266570
	MIR4300	ENSG00000264110
	RNU6-16P	ENSG00000207113
	Y_RNA	ENSG00000206690
		ENSG00000207299
		ENSG00000258751
	RN7SL222P	ENSG00000242165
	DEFA10P	ENSG00000233531
Gm54631	RN7SKP53	ENSG00000223269
Gm55992	RN7SKP53	ENSG00000223269
		ENSG00000280773
	Y_RNA	ENSG00000206911
	RN7SKP115	ENSG00000200047
Defb48	DEFB109B	ENSG00000206034
	MIR4693	ENSG00000264200
	Metazoa_SRP	ENSG00000278640
Defb22	DEFB108C	ENSG00000215371
	MIR4490	ENSG00000266703
	MIR1261	ENSG00000221586
Defb12	DEFB105B	ENSG00000186599
Defb35	DEFB105B	ENSG00000186599
		ENSG00000270359
	RNA5SP349	ENSG00000200613
		ENSG00000212397
	RNU6-297P	ENSG00000207366
Ifnar2	IFNAR2	ENSG00000159110
		ENSG00000239079
		ENSG00000258750
	MIR4493	ENSG00000265357
Gm25104	RNU4-23P	ENSG00000199709
Gm23656	RNU6-321P	ENSG00000222844
	RPL18P1	ENSG00000242417
	MIR8052	ENSG00000274999
	RN7SL167P	ENSG00000242673
		ENSG00000258803
	RNU6-1156P	ENSG00000222297
	RNA5SP352	ENSG00000200278
	RN7SKP121	ENSG00000222774
	RN7SKP279	ENSG00000223315
Cinp	CINP	ENSG00000100865
Mir326	MIR326	ENSG00000199090
Snord15a	SNORD15A	ENSG00000206941
Snord15b	SNORD15B	ENSG00000207445
		ENSG00000254460
	LINC02949	ENSG00000253505
		ENSG00000255434
		ENSG00000253343
		ENSG00000254630
	RN7SL178P	ENSG00000263616
		ENSG00000255280
Cldn23	CLDN23	ENSG00000253958
	VSTM1	ENSG00000277607
	RN7SL786P	ENSG00000263993
		ENSG00000254826
	Y_RNA	ENSG00000200256
Mfhas1	MFHAS1	ENSG00000147324
	Y_RNA	ENSG00000199362
Srebf2	SREBF2	ENSG00000198911
Ms4a14	MS4A14	ENSG00000166928
Tomm34	TOMM34	ENSG00000025772
Gm22753	RNU6-682P	ENSG00000200713
		ENSG00000270966
	SNORA70	ENSG00000207244
	MIR4660	ENSG00000263407
	RNU7-55P	ENSG00000239078
	SLC45A2	ENSG00000281919
	Metazoa_SRP	ENSG00000197334
Ppp1r3b	PPP1R3B	ENSG00000173281
		ENSG00000279469
Cdkn2aipnl	CDKN2AIPNL	ENSG00000237190
		ENSG00000259515
		ENSG00000269910
		ENSG00000293148
		ENSG00000284298
		ENSG00000254091
	MLLT10P2	ENSG00000283397
		ENSG00000258776
	FRG1	ENSG00000283630
	RXFP3	ENSG00000277069
	RNU6-1151P	ENSG00000207415
Gm54928	RNU6-526P	ENSG00000201815
		ENSG00000249050
	ADAMTS12	ENSG00000281690
		ENSG00000253811
		ENSG00000253697
	LINC03059	ENSG00000258592
	MIR597	ENSG00000207701
Mir124a-1	MIR124-1	ENSG00000284321
		ENSG00000253456
		ENSG00000285606
		ENSG00000279204
		ENSG00000249848
Gm22331		ENSG00000252458
Gm22661		ENSG00000252458
Gm23877		ENSG00000252458
	RNU4ATAC2P	ENSG00000221601
	LINC01845	ENSG00000253298
	U6	ENSG00000277091
		ENSG00000261451
	RPL3P3	ENSG00000243388
		ENSG00000258758
	LINC03022	ENSG00000253641
Il12b	IL12B	ENSG00000113302
Gm55765	RNU6-684P	ENSG00000222761
Igha	IGHA1	ENSG00000211895
Gm25137	RNU6-729P	ENSG00000207128
Prss51	PRSS51	ENSG00000253649
	IGHEP1	ENSG00000253692
	FAM30A	ENSG00000226777
		ENSG00000272505
Prss55	PRSS55	ENSG00000184647
		ENSG00000283437
	TUBB7P	ENSG00000283655
	RNA5SP174	ENSG00000283308
	RNA5SP175	ENSG00000283282
		ENSG00000259081
	DUX4L9	ENSG00000283184
	FRG2	ENSG00000285202
Rp1l1	RP1L1	ENSG00000183638
		ENSG00000269883
	VWA8P1	ENSG00000250289
Ms4a5	MS4A5	ENSG00000166930
		ENSG00000289347
	U8	ENSG00000212249
	RARRES2P4	ENSG00000283250
Gm22980		ENSG00000252408
	RN7SKP251	ENSG00000276309
		ENSG00000292419
	MFSD12-AS1	ENSG00000267436
	SUMO2P4	ENSG00000249183
		ENSG00000292420
	TARM1	ENSG00000273875
		ENSG00000267231
		ENSG00000281198
Gm22711		ENSG00000220986
Gm26047		ENSG00000220986
Gm23786		ENSG00000220986
	SNORA50D	ENSG00000280894
		ENSG00000292421
	LINC02289	ENSG00000258819
		ENSG00000279590
	DUX4L8	ENSG00000283570
Timd4	TIMD4	ENSG00000145850
	MIR4286	ENSG00000263762
Tektip1	TEKTIP1	ENSG00000183397
	OSCAR	ENSG00000278378
4930578I06Rik	C8orf74	ENSG00000171060
		ENSG00000223753
		ENSG00000302652
		ENSG00000284475
		ENSG00000284002
		ENSG00000283830
		ENSG00000283898
		ENSG00000284502
		ENSG00000283893
	DUX4L2	ENSG00000283834
		ENSG00000284507
		ENSG00000284066
		ENSG00000284174
		ENSG00000269191
		ENSG00000292422
	VN1R110P	ENSG00000231725
	RN7SL155P	ENSG00000263490
		ENSG00000297322
Zfp961	ZNF700	ENSG00000196757
	FTHL18P	ENSG00000243048
		ENSG00000259164
	FTHL18P	ENSG00000300194
Ctcfl	CTCFL	ENSG00000124092
	AKAP17BP	ENSG00000214992
		ENSG00000258683
	KGD4	ENSG00000278461
		ENSG00000298573
		ENSG00000258426
	RNU7-51P	ENSG00000252369
	MEMO1P4	ENSG00000230376
	LINC01148	ENSG00000258804
		ENSG00000306843
		ENSG00000267179
	RHOXF1P2	ENSG00000282850
Pou2f3	POU2F3	ENSG00000137709
		ENSG00000259061
		ENSG00000291200
		ENSG00000258944
		ENSG00000251393
	RNA5SP252	ENSG00000212433
	CDK7	ENSG00000277273
Sox7	SOX7	ENSG00000171056
		ENSG00000258695
		ENSG00000267274
		ENSG00000288797
	APOOP1	ENSG00000270560
		ENSG00000258496
		ENSG00000254246
Zfp78	ZNF763	ENSG00000197054
Garin3	GARIN3	ENSG00000170613
		ENSG00000258958
	LINC02296	ENSG00000258859
	EEF1A1P30	ENSG00000237757
		ENSG00000307893
	PINX1	ENSG00000258724
		ENSG00000283178
		ENSG00000258807
		ENSG00000253980
		ENSG00000253653
		ENSG00000309173
	MIR1322	ENSG00000283210
		ENSG00000280068
		ENSG00000280294
		ENSG00000250820
	LINC02330	ENSG00000258770
Xkr6	XKR6	ENSG00000171044
		ENSG00000248596
	SHLD2P2	ENSG00000259096
		ENSG00000283963
	NDUFA3	ENSG00000277722
		ENSG00000292412
	SCARNA13	ENSG00000252481
		ENSG00000292413
		ENSG00000284036
		ENSG00000292414
		ENSG00000283989
	TCL6	ENSG00000187621
		ENSG00000292415
	ZNF433-AS1	ENSG00000219665
		ENSG00000284287
		ENSG00000284434
		ENSG00000284230
		ENSG00000292416
	TFPT	ENSG00000276022
		ENSG00000284151
		ENSG00000270989
		ENSG00000284072
	BRCC3P1	ENSG00000251667
		ENSG00000262513
Mir598	MIR598	ENSG00000207600
		ENSG00000283730
Defb48	DEFB109D	ENSG00000254866
	RNU6-164P	ENSG00000262922
	FAM90A2P	ENSG00000205879
	MIR1271	ENSG00000221464
Higd2a	HIGD2A	ENSG00000146066
	RPL23AP53	ENSG00000223508
	H2BW3P	ENSG00000235946
	PRPF31	ENSG00000274144
	RPL37P6	ENSG00000241431
	FAM3C2P	ENSG00000174028
		ENSG00000280139
		ENSG00000292997
		ENSG00000295221
	ZNF346-IT1	ENSG00000251666
	HMGB1P15	ENSG00000238190
	RPS20P22	ENSG00000239218
		ENSG00000286098
	OR1X5P	ENSG00000214351
		ENSG00000295312
	TPT1P8	ENSG00000219491
	RNA5SP464	ENSG00000252060
		ENSG00000293146
		ENSG00000280207
		ENSG00000257355
		ENSG00000238049
	TUBBP1	ENSG00000127589
	SUDS3P1	ENSG00000249129
		ENSG00000301123
	SDAD1P1	ENSG00000228451
	RNA5SP465	ENSG00000212497
Prop1	PROP1	ENSG00000175325
	RNA5SP466	ENSG00000252546
		ENSG00000286132
	DEFB131E	ENSG00000254507
	Y_RNA	ENSG00000199444
		ENSG00000233535
	RPL10P19	ENSG00000233609
Zfp78	ZNF20	ENSG00000132010
		ENSG00000218227
	SDR16C6P	ENSG00000253542
		ENSG00000251211
	FTH1P28	ENSG00000241607
		ENSG00000296003
Gmcl1	GMCL2	ENSG00000244234
	SDR16C6P	ENSG00000293381
	FTH1P19	ENSG00000219186
		ENSG00000289390
		ENSG00000248791
	FTH1P27	ENSG00000234355
	TDH	ENSG00000154316
	FAM47DP	ENSG00000174678
	CCT6P2	ENSG00000250526
Lancl3	LANCL3	ENSG00000147036
	EEF1A1P13	ENSG00000250182
		ENSG00000286970
	RBBP4P1	ENSG00000249485
	MIR4637	ENSG00000264792
		ENSG00000253801
	RNU6-1232P	ENSG00000252108
	EEF1B2P2	ENSG00000213864
		ENSG00000289726
		ENSG00000244061
	YBX1P5	ENSG00000251108
		ENSG00000261269
	POU2F3-AS1	ENSG00000259541
Gpx3	GPX3	ENSG00000211445
	CNOT3	ENSG00000277615
		ENSG00000299600
	RSL24D1P8	ENSG00000237273
		ENSG00000299613
	H2AL1MP	ENSG00000285944
	RNA5SP467	ENSG00000212576
Gm54750	7SK	ENSG00000274303
	KCNK4-CATSPERZ	ENSG00000257069
	ZNF625-ZNF20	ENSG00000213297
		ENSG00000226310
		ENSG00000275151
	ABT1	ENSG00000292169
	SMPD5	ENSG00000204791
	BTN2A1	ENSG00000292170
		ENSG00000279969
		ENSG00000293544
	LINC02109	ENSG00000274882
		ENSG00000293519
Arc	ARC	ENSG00000198576
	Y_RNA	ENSG00000207024
Catsperz	CATSPERZ	ENSG00000219435
	ZNF625	ENSG00000257591
		ENSG00000306463
		ENSG00000277995
	MED14OS	ENSG00000234636
		ENSG00000292171
		ENSG00000280983
	BTN1A1P1	ENSG00000292172
		ENSG00000254839
	SERF1B	ENSG00000277429
	RNU6-502P	ENSG00000292173
	HCG11	ENSG00000292174
	HMGN4	ENSG00000292175
		ENSG00000269918
		ENSG00000292176
	DPRXP6	ENSG00000270791
	PDGFRL2P	ENSG00000285420
		ENSG00000275033
	BTN1A1	ENSG00000292177
		ENSG00000255310
	CLDN7P1	ENSG00000214031
		ENSG00000259084
		ENSG00000300328
		ENSG00000254936
Slc36a3	SLC36A3	ENSG00000186334
		ENSG00000292178
	TNIP2P1	ENSG00000237661
	MIR7155	ENSG00000278359
	MIR1237	ENSG00000221273
		ENSG00000254556
		ENSG00000300293
		ENSG00000231492
	RPS16P9	ENSG00000242675
	RPL17P29	ENSG00000231965
		ENSG00000300310
		ENSG00000232500
		ENSG00000270076
		ENSG00000237363
		ENSG00000302990
Polr1g	POLR1G	ENSG00000117877
		ENSG00000307885
	TDH	ENSG00000293451
		ENSG00000300154
		ENSG00000310562
	SLC22A11	ENSG00000168065
	MIR222HG	ENSG00000270069
		ENSG00000277468
	EGILA	ENSG00000258451
	LINC03058	ENSG00000258810
	LENG1	ENSG00000278257
		ENSG00000255472
		ENSG00000283236
		ENSG00000283285
		ENSG00000257721
		ENSG00000258367
Or1m1	OR1M1	ENSG00000170929
		ENSG00000257825
	TMC4	ENSG00000278363
	ARHGAP42P5	ENSG00000258233
	LINC02297	ENSG00000257504
Or7g31	OR7G1	ENSG00000161807
Or7g25	OR7G1	ENSG00000161807
Or7g17	OR7G1	ENSG00000161807
Or7g34	OR7G1	ENSG00000161807
		ENSG00000257175
	OR7G15P	ENSG00000275787
	SSBP3P4	ENSG00000257731
Or7g12	OR7G3	ENSG00000170920
Or7g19	OR7G3	ENSG00000170920
		ENSG00000285263
		ENSG00000258076
		ENSG00000285863
	NAIP	ENSG00000276068
	RPL22P20	ENSG00000239200
	MED28P6	ENSG00000259183
Mir221	MIR221	ENSG00000207870
	ELOCP29	ENSG00000267418
		ENSG00000257635
Mir222	MIR222	ENSG00000207725
		ENSG00000281421
	RN7SL487P	ENSG00000243871
		ENSG00000269902
		ENSG00000257224
	OR7E16P	ENSG00000267775
Map1a	MAP1A	ENSG00000166963
		ENSG00000301662
		ENSG00000286297
Or7d10	OR7D4	ENSG00000174667
Or7d9	OR7D4	ENSG00000174667
Or7d11	OR7D4	ENSG00000174667
	NF1P10	ENSG00000277529
	LINC01097	ENSG00000281202
		ENSG00000301702
Nrg1		ENSG00000286131
		ENSG00000290346
		ENSG00000301642
Slc36a2	SLC36A2	ENSG00000186335
Or7a36	OR7A17	ENSG00000185385
Or7a42	OR7A17	ENSG00000185385
Or7a38	OR7A17	ENSG00000185385
Or7a40	OR7A17	ENSG00000185385
		ENSG00000254131
		ENSG00000291204
		ENSG00000301687
		ENSG00000254165
	MBOAT7	ENSG00000274194
Nkx3-2	NKX3-2	ENSG00000109705
	MIR5004	ENSG00000284256
	MTCYBP4	ENSG00000220113
		ENSG00000212347
		ENSG00000223542
	SRSF6P1	ENSG00000215286
	OR7A18P	ENSG00000269678
		ENSG00000234613
Brf2	BRF2	ENSG00000104221
	EYA4-AS2	ENSG00000234567
		ENSG00000269419
	HSPE1P21	ENSG00000238059
	SKP2P1	ENSG00000229693
		ENSG00000257891
		ENSG00000272428
		ENSG00000269799
	BTBD10P2	ENSG00000219433
		ENSG00000281513
Diaph2	DIAPH2	ENSG00000147202
		ENSG00000268743
	MIR5091	ENSG00000266240
		ENSG00000281081
		ENSG00000249148
F2rl3	F2RL3	ENSG00000127533
		ENSG00000281464
		ENSG00000231760
		ENSG00000275563
	RPL32P12	ENSG00000242209
		ENSG00000285889
	DUXAP10	ENSG00000244306
		ENSG00000281048
		ENSG00000285991
	U2	ENSG00000283519
	STRCP1	ENSG00000290691
	DPPA5P4	ENSG00000119660
		ENSG00000289532
	COX5AP2	ENSG00000258981
		ENSG00000289643
	CCT7P1	ENSG00000217733
		ENSG00000258440
Mtnr1a	MTNR1A	ENSG00000168412
	RN7SL835P	ENSG00000264250
	SUDS3P1	ENSG00000274681
Ptgdr	PTGDR	ENSG00000168229
	RAET1E-AS1	ENSG00000223701
	RN7SL823P	ENSG00000263595
Slc22a12	SLC22A12	ENSG00000197891
	PROP1	ENSG00000280635
Rpp25	RPP25	ENSG00000178718
		ENSG00000268985
		ENSG00000261813
		ENSG00000268289
	TSEN34	ENSG00000278712
		ENSG00000275495
		ENSG00000216906
		ENSG00000269066
	Y_RNA	ENSG00000199580
		ENSG00000260483
		ENSG00000215094
Shisa7	SHISA7	ENSG00000187902
		ENSG00000253809
Gm24045	RNY1P14	ENSG00000207155
Gm55767	RNY1P14	ENSG00000207155
Gm56480	RNY1P14	ENSG00000207155
Gm26124	RNY1P14	ENSG00000207155
Gm26438	RNY1P14	ENSG00000207155
Gm24203	RNY1P14	ENSG00000207155
Gm23921	RNY1P14	ENSG00000207155
Gm26456	RNY1P14	ENSG00000207155
		ENSG00000248335
		ENSG00000287300
		ENSG00000280232
	Y_RNA	ENSG00000222613
Golga2	GOLGA6D	ENSG00000140478
		ENSG00000290180
		ENSG00000261208
Gm24198	RNU6-310P	ENSG00000207385
	COMMD5P1	ENSG00000173966
Grik2	GRIK2	ENSG00000164418
		ENSG00000249341
Ptger2	PTGER2	ENSG00000125384
Pnma8c	PNMA8C	ENSG00000277531
Gm36210	C19orf85	ENSG00000283567
		ENSG00000249706
Gm49661	THSD8	ENSG00000284491
		ENSG00000250815
	ACTBP7	ENSG00000185607
	GAPDHP55	ENSG00000224055
	RPL21P44	ENSG00000229585
Gjd2	GJD2	ENSG00000159248
		ENSG00000293813
		ENSG00000293824
		ENSG00000287534
		ENSG00000290534
Mex3d	MEX3D	ENSG00000181588
		ENSG00000251105
	LINC02315	ENSG00000251363
	CCDC125	ENSG00000277868
	MORF4L2P1	ENSG00000250147
		ENSG00000250706
	RPS9	ENSG00000277079
	TUBAP11	ENSG00000259751
	RN7SL446P	ENSG00000244544
Cers1	CERS1	ENSG00000223802
		ENSG00000270302
	FBXW7-AS1	ENSG00000270751
	RPL36AP8	ENSG00000231409
		ENSG00000287555
		ENSG00000279364
		ENSG00000280396
		ENSG00000259665
	MIR3140	ENSG00000264678
	MIR4453	ENSG00000283792
	RPS3AP18	ENSG00000243417
		ENSG00000259397
		ENSG00000240669
		ENSG00000248571
		ENSG00000259336
Slc10a4-ps	SLC10A4	ENSG00000145248
	PRELID1P4	ENSG00000259592
	ATP6V1G1P5	ENSG00000270904
	THBS1-IT1	ENSG00000276107
		ENSG00000253472
		ENSG00000259580
		ENSG00000271494
		ENSG00000293851
	RNA5SP197	ENSG00000200227
		ENSG00000250140
		ENSG00000293859
Gpr176	GPR176	ENSG00000166073
Zar1	ZAR1	ENSG00000182223
	MAX-AS1	ENSG00000259118
	LILRA6	ENSG00000277177
	Y_RNA	ENSG00000207426
	RPA4	ENSG00000204086
	RPL21P54	ENSG00000241829
	NDUFB5P2	ENSG00000214628
		ENSG00000287701
		ENSG00000249856
	Metazoa_SRP	ENSG00000277900
	RN7SL74P	ENSG00000265260
	DIAPH2-AS1	ENSG00000236256
		ENSG00000196390
		ENSG00000239517
	RPL27AP5	ENSG00000182383
		ENSG00000249157
	RNU5E-3P	ENSG00000251722
Ankrd31	ANKRD31	ENSG00000145700
	RN7SL253P	ENSG00000241652
	RNU6-1054P	ENSG00000223225
		ENSG00000293955
	CICP16	ENSG00000248213
		ENSG00000286355
	Y_RNA	ENSG00000252524
	RNU6-582P	ENSG00000199859
		ENSG00000249819
		ENSG00000260091
	RNU6-1217P	ENSG00000223208
		ENSG00000250950
Gm22676		ENSG00000221245
	LINC00534	ENSG00000253394
Haus3	HAUS3	ENSG00000214367
	XIST	ENSG00000229807
		ENSG00000259432
	Y_RNA	ENSG00000200305
	H3P38	ENSG00000259389
		ENSG00000293988
		ENSG00000258402
	PKMP3	ENSG00000220563
	SNORD50B	ENSG00000275072
		ENSG00000217334
Nanog	NANOGP8	ENSG00000255192
	SMIM11P1	ENSG00000198738
	RNU4-72P	ENSG00000222686
	Y_RNA	ENSG00000200427
		ENSG00000218766
	RNU4-12P	ENSG00000202103
Ganc	GANC	ENSG00000214013
		ENSG00000248975
Lgals7	LGALS7	ENSG00000205076
Atxn1	ATXN1	ENSG00000124788
		ENSG00000294034
		ENSG00000277763
	RNU6-680P	ENSG00000207333
		ENSG00000258454
	SLC25A5P9	ENSG00000251078
Kcna7	KCNA7	ENSG00000104848
		ENSG00000251419
Lmtk3	LMTK3	ENSG00000142235
		ENSG00000249301
		ENSG00000294193
	BIN2P2	ENSG00000248684
		ENSG00000294195
		ENSG00000228367
		ENSG00000294227
		ENSG00000294239
	SAP18P1	ENSG00000249777
		ENSG00000294245
	MCCC2	ENSG00000281742
		ENSG00000251342
	HEATR5A-DT	ENSG00000250365
	CFL1P5	ENSG00000275282
	CHCHD2P2	ENSG00000275346
Sv2c	SV2C	ENSG00000122012
	NDUFB9P1	ENSG00000279830
		ENSG00000250613
		ENSG00000294322
	RNA5SP273	ENSG00000199354
	AK6	ENSG00000279247
		ENSG00000294338
		ENSG00000246792
Atp5pf	ATP5PF	ENSG00000154723
		ENSG00000248419
		ENSG00000294352
	BIN2P1	ENSG00000234568
		ENSG00000273156
	AJUBA-DT	ENSG00000258457
		ENSG00000289480
		ENSG00000254182
	IGBP1P4	ENSG00000250325
	SNORD42	ENSG00000202440
		ENSG00000290316
Gm55320	RN7SKP231	ENSG00000200151
		ENSG00000253576
		ENSG00000253118
		ENSG00000253749
	RPS3AP34	ENSG00000242607
		ENSG00000284746
		ENSG00000284663
	RPS3AP35	ENSG00000244289
		ENSG00000255253
	NRXN2-AS1	ENSG00000237410
		ENSG00000230835
		ENSG00000284724
Mir192	MIR192	ENSG00000283926
	MIR194-2	ENSG00000284155
		ENSG00000284613
	MIR6750	ENSG00000274986
	MIR6749	ENSG00000274314
	VPS51P19	ENSG00000254581
	OR7E8P	ENSG00000177400
Gpha2	GPHA2	ENSG00000149735
	OR7E10P	ENSG00000254724
		ENSG00000281410
		ENSG00000281625
	MIR5692A2	ENSG00000264512
	MIR3926-1	ENSG00000266206
	MIR3926-2	ENSG00000283523
		ENSG00000272172
	ERMARD	ENSG00000276187
		ENSG00000253939
		ENSG00000254287
	CGB3	ENSG00000104827
Tcim	TCIM	ENSG00000176907
Fam90a1b	FAM90A3	ENSG00000233132
Fam90a1a	FAM90A3	ENSG00000233132
Fam90a1b	FAM90A15	ENSG00000230045
Fam90a1a	FAM90A15	ENSG00000230045
Fam90a1b	FAM90A13	ENSG00000223885
Fam90a1a	FAM90A13	ENSG00000223885
Fam90a1b	FAM90A5	ENSG00000215373
Fam90a1a	FAM90A5	ENSG00000215373
Fam90a1b	FAM90A11	ENSG00000233115
Fam90a1a	FAM90A11	ENSG00000233115
Fam90a1b	FAM90A12	ENSG00000254229
Fam90a1a	FAM90A12	ENSG00000254229
Fam90a1b	FAM90A20	ENSG00000233295
Fam90a1a	FAM90A20	ENSG00000233295
Batf2	BATF2	ENSG00000168062
		ENSG00000255050
		ENSG00000254741
Fam90a1b	FAM90A24	ENSG00000215354
Fam90a1a	FAM90A24	ENSG00000215354
Zfp78	ZNF439	ENSG00000171291
		ENSG00000287667
	TAF9	ENSG00000276463
	SLC25A5P6	ENSG00000213332
	MIR4472-1	ENSG00000265247
	RN7SL260P	ENSG00000253602
Slc25a31	SLC25A31	ENSG00000151475
		ENSG00000261693
	MIR6879	ENSG00000278851
	EEF1A1P18	ENSG00000270775
	OR51C4P	ENSG00000272664
Adgrb1	ADGRB1	ENSG00000181790
	KRT8P49	ENSG00000271602
	OR51F3P	ENSG00000272559
	OR51F4P	ENSG00000273051
	PRMT5-DT	ENSG00000257285
	SNORA62	ENSG00000201980
	OR51N1P	ENSG00000176951
	OR52Y1P	ENSG00000231070
	CYCSP17	ENSG00000219627
Zfp551	ZNF551	ENSG00000204519
Or52r1c	OR52R1	ENSG00000279270
Or52r1b	OR52R1	ENSG00000279270
Or52r1	OR52R1	ENSG00000279270
